IMP_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
IMP_7003,2022-08-24,BUY_12303,Japan,Pharmaceuticals,2825.0,93870268,4708,EU-GMP,1,0.08,0,Unknown,1,9754,0,0.12,Call,0.0,0,1,0,0,0.49
IMP_7004,2023-03-05,BUY_79764,Netherlands,Engineering,0.0,189862795,2513,ISO9001,1,0.6,1,1,1,19484,1,0.73,Email,0.52,1,0,1,0,0.18
IMP_7005,2023-06-06,BUY_49464,Japan,Machinery,0.0,105664967,4382,ISO9001,0,0.86,0,0,1,8422,0,0.19,Email,0.0,1,1,0,1,0.45
IMP_7006,2023-05-27,BUY_97368,Canada,IT Software,4257.0,43079384,5597,GDPR,0,0.86,0,Unknown,0,10970,1,0.28,LinkedIn,0.0,1,1,1,1,0.22
IMP_7007,2023-09-22,BUY_24602,USA,Medical Devices,0.0,123234042,5257,ISO9001,0,0.69,0,0,0,5675,0,0.43,WhatsApp,0.0,1,0,1,1,-0.23
IMP_7008,2022-07-14,BUY_97492,Netherlands,Engineering,0.0,135806111,1288,CE,0,0.99,1,0,1,3608,0,0.58,NaN,0.16,1,1,0,0,-0.56
IMP_7009,2021-04-21,BUY_40622,UAE,Solar,4072.0,106150028,198,NaN,1,0.28,1,Unknown,1,18235,0,0.45,Call,0.99,1,0,0,1,-0.14
IMP_7010,2023-12-12,BUY_45055,Australia,Solar,0.0,38195101,6575,IEC,1,0.53,0,1,0,903,0,0.08,LinkedIn,0.0,0,1,0,0,-0.91
IMP_7011,2023-06-25,BUY_98701,Singapore,IT Software,7889.0,30792017,930,GDPR,1,0.61,0,Unknown,1,6753,1,0.12,LinkedIn,0.0,0,0,0,0,0.76
IMP_7012,2022-06-24,BUY_89248,France,Pharmaceuticals,6852.0,151493946,6414,EU-GMP,0,0.3,0,1,0,1320,0,0.54,NaN,0.0,1,0,1,1,0.37
IMP_7013,2023-10-22,BUY_64147,Italy,Pharmaceuticals,0.0,111218380,4859,NaN,1,0.87,1,1,0,9710,0,0.73,Call,0.0,1,0,1,1,0.21
IMP_7014,2021-04-11,BUY_45506,Italy,Textiles,4677.0,75188533,3428,ISO9001,1,0.97,1,Unknown,1,12415,0,0.66,Call,0.07,0,0,1,1,-0.84
IMP_7015,2023-08-31,BUY_61093,UAE,Engineering,0.0,20517721,3866,ISO9001,1,0.5,0,0,0,8854,1,0.75,Call,0.66,0,1,0,0,-0.92
IMP_7016,2022-11-28,BUY_80769,Canada,Electronics,3218.0,183871994,2796,ISO9001,0,0.43,1,0,0,11804,1,0.5,Call,0.0,1,1,1,1,-0.12
IMP_7017,2022-05-04,BUY_85294,UAE,Pharmaceuticals,4149.0,39841604,1448,WHO-GMP,1,0.97,1,1,1,9184,0,0.31,Call,0.0,0,0,0,1,-0.86
IMP_7018,2023-10-21,BUY_18592,Germany,Medical Devices,4178.0,26497047,5059,NaN,1,0.82,0,0,0,16556,0,0.68,NaN,0.68,1,1,1,0,-0.72
IMP_7019,2024-12-26,BUY_78834,USA,Textiles,0.0,136261925,496,NaN,1,0.75,1,1,1,12564,0,0.96,Call,0.0,1,1,0,0,-0.19
IMP_7020,2021-04-17,BUY_42405,Netherlands,IT Software,6113.0,63476286,1649,ISO27001,1,0.74,1,Unknown,0,850,1,0.94,LinkedIn,0.0,1,1,1,0,-0.34
IMP_7021,2023-02-01,BUY_89510,USA,Pharmaceuticals,0.0,108171519,2280,NaN,0,0.68,1,0,1,2711,0,0.06,Email,0.0,0,0,0,1,0.73
IMP_7022,2023-05-21,BUY_62065,Netherlands,Pharmaceuticals,236.0,23783551,4152,WHO-GMP,1,0.43,1,0,0,10057,0,0.66,Call,0.0,1,1,1,0,-0.75
IMP_7023,2022-08-13,BUY_32843,Japan,Engineering,0.0,13303350,2236,ISO9001,0,0.67,1,0,1,11604,0,0.74,WhatsApp,0.23,1,0,1,0,0.41
IMP_7024,2023-08-12,BUY_90742,Singapore,Chemicals,6621.0,6622964,381,ISO14001,1,0.1,0,1,0,12261,0,0.42,WhatsApp,0.0,0,1,1,1,0.64
IMP_7025,2021-06-29,BUY_42827,UAE,Pharmaceuticals,3564.0,199527157,5028,NaN,1,0.63,1,Unknown,0,9879,1,0.91,Call,0.0,0,0,0,1,0.61
IMP_7026,2024-06-25,BUY_73452,Germany,Chemicals,0.0,74366684,2152,RoHS,0,0.65,0,0,1,13398,1,0.87,NaN,0.0,1,1,0,1,0.16
IMP_7027,2023-08-29,BUY_45731,Germany,Solar,3022.0,121465139,5479,NaN,0,0.1,0,0,1,9297,0,0.63,Call,0.0,1,0,0,0,-0.4
IMP_7028,2024-05-18,BUY_59790,Netherlands,Textiles,0.0,23714195,5054,ISO9001,1,0.28,1,Unknown,1,4428,1,0.28,LinkedIn,0.57,0,0,1,0,-0.97
IMP_7029,2022-11-27,BUY_15404,UAE,Solar,4280.0,142700539,4578,UL,0,0.34,1,1,0,8508,1,0.24,WhatsApp,0.0,0,0,0,0,0.6
IMP_7030,2024-06-26,BUY_41768,USA,Textiles,0.0,178906559,5943,NaN,1,0.51,0,Unknown,1,3871,1,0.41,LinkedIn,0.0,1,0,0,0,0.28
IMP_7031,2024-03-24,BUY_92886,Australia,Auto Parts,0.0,87735366,2660,ISO9001,0,0.78,0,0,1,15093,1,0.6,WhatsApp,0.09,0,0,0,0,-0.28
IMP_7032,2021-02-16,BUY_55097,USA,Electronics,5077.0,151539671,4002,ISO9001,1,0.81,0,Unknown,0,12501,0,0.29,LinkedIn,0.0,1,1,1,1,-0.15
IMP_7033,2021-05-12,BUY_27734,France,Medical Devices,501.0,179562285,6770,NaN,0,0.09,1,1,1,11982,0,0.98,LinkedIn,0.0,0,1,0,1,0.3
IMP_7034,2023-08-06,BUY_93164,Netherlands,Engineering,0.0,109981944,3210,NaN,0,0.24,1,Unknown,0,8703,1,0.53,NaN,0.0,0,0,1,1,0.82
IMP_7035,2024-03-07,BUY_69862,UAE,Electronics,0.0,167309917,5213,NaN,0,0.79,0,Unknown,1,2263,0,0.28,LinkedIn,0.0,1,1,0,1,-0.75
IMP_7036,2023-04-25,BUY_91679,Australia,Medical Devices,0.0,192953701,2048,NaN,1,0.81,1,1,1,555,0,0.35,Email,0.0,1,0,1,1,-0.78
IMP_7037,2021-02-11,BUY_77172,France,Chemicals,5768.0,13318478,1421,REACH,0,0.06,0,1,1,7092,1,0.54,WhatsApp,0.31,0,0,1,0,-0.36
IMP_7038,2021-04-24,BUY_76844,Canada,Auto Parts,4966.0,62167924,4537,NaN,0,0.89,1,0,1,15148,0,0.5,NaN,0.2,1,0,1,1,0.34
IMP_7039,2024-07-28,BUY_63110,Canada,Pharmaceuticals,0.0,151531205,5364,NaN,0,0.5,0,0,1,14936,0,0.75,Email,0.0,0,0,0,0,-0.96
IMP_7040,2023-08-27,BUY_92924,Italy,Pharmaceuticals,7420.0,16836205,1412,EU-GMP,1,0.09,0,0,0,15635,0,0.59,WhatsApp,0.81,1,0,0,0,-0.55
IMP_7041,2022-06-13,BUY_92627,Canada,Electronics,0.0,183298887,5640,NaN,0,0.43,0,0,1,251,1,0.2,NaN,0.0,0,0,1,0,0.15
IMP_7042,2023-10-09,BUY_82555,Italy,Medical Devices,0.0,19938388,4658,ISO9001,0,0.02,0,1,1,2130,1,0.2,Email,0.51,1,1,1,1,0.33
IMP_7043,2024-03-30,BUY_78414,UK,Chemicals,4807.0,184082156,6916,RoHS,0,0.02,1,0,1,9050,0,0.72,WhatsApp,0.91,1,0,0,0,0.98
IMP_7044,2021-12-21,BUY_61377,UAE,Textiles,0.0,57322399,3816,NaN,0,0.19,0,1,0,5383,0,0.29,LinkedIn,0.71,1,0,0,0,-0.42
IMP_7045,2025-01-06,BUY_47723,Netherlands,Medical Devices,6380.0,172540322,6748,ISO9001,1,0.85,0,Unknown,0,11586,1,0.06,Email,0.0,1,1,0,0,-0.4
IMP_7046,2024-12-08,BUY_99395,USA,Textiles,0.0,163741447,4397,NaN,0,0.29,1,0,0,5552,1,0.03,WhatsApp,0.0,1,0,1,1,-0.1
IMP_7047,2024-09-07,BUY_32806,UAE,Textiles,2872.0,99145645,4219,NaN,0,0.58,1,0,1,8284,1,0.36,NaN,0.85,1,1,1,1,0.54
IMP_7048,2021-02-11,BUY_96689,Japan,Engineering,0.0,131044563,5770,ISO14001,1,0.58,1,Unknown,1,15750,0,0.78,LinkedIn,0.0,1,0,0,1,0.12
IMP_7049,2023-01-25,BUY_80038,Canada,Electronics,5577.0,85389675,103,ISO9001,1,0.4,0,0,0,6706,1,0.01,WhatsApp,0.0,0,0,0,1,1.0
IMP_7050,2024-07-27,BUY_41850,Australia,Pharmaceuticals,0.0,94475866,1581,NaN,1,0.29,1,Unknown,0,8802,0,0.71,Call,0.0,1,1,0,1,-0.84
IMP_7051,2023-05-06,BUY_52762,Italy,Engineering,0.0,48662028,4590,NaN,0,0.24,1,1,1,2540,1,0.87,Email,0.0,0,0,1,1,-0.72
IMP_7052,2022-01-27,BUY_77797,Germany,Medical Devices,0.0,21725157,3325,ISO9001,1,0.05,1,1,0,17483,0,0.26,Email,0.0,0,1,0,0,0.39
IMP_7053,2022-03-03,BUY_51308,Germany,Auto Parts,2792.0,196507663,5343,NaN,1,0.19,0,0,1,7492,1,0.27,WhatsApp,0.35,0,1,0,1,-0.16
IMP_7054,2024-09-30,BUY_96847,USA,Machinery,0.0,65176944,6635,NaN,0,0.86,1,1,1,14685,0,0.37,Call,0.11,0,0,1,0,-0.94
IMP_7055,2021-01-04,BUY_64691,Italy,IT Software,0.0,45165552,6937,NaN,1,0.35,1,1,1,4678,0,0.56,LinkedIn,0.0,1,1,1,1,-0.36
IMP_7056,2023-03-30,BUY_90402,Canada,Chemicals,5366.0,175494834,2955,ISO14001,0,0.42,0,0,0,12101,0,0.02,NaN,0.0,1,1,1,0,0.44
IMP_7057,2021-10-31,BUY_48053,France,Engineering,336.0,5592883,3129,ISO9001,1,0.43,1,Unknown,1,17973,0,0.7,LinkedIn,0.0,0,0,0,0,0.5
IMP_7058,2022-02-18,BUY_12017,Germany,Machinery,0.0,15643305,5284,NaN,0,0.48,0,Unknown,0,17684,0,0.65,WhatsApp,0.0,0,1,0,0,0.4
IMP_7059,2022-12-01,BUY_46125,France,Electronics,95.0,21887589,6158,ISO9001,1,0.07,1,1,1,8380,0,0.84,WhatsApp,0.0,0,1,0,1,-0.13
IMP_7060,2023-12-26,BUY_52921,Australia,Medical Devices,5327.0,45913877,6625,ISO9001,0,0.23,1,1,1,9890,1,0.44,Call,0.0,0,0,0,0,0.1
IMP_7061,2023-11-27,BUY_22221,Germany,Engineering,7263.0,80141176,3633,NaN,1,0.17,0,1,1,18966,1,0.48,WhatsApp,0.0,0,1,0,1,0.17
IMP_7062,2023-04-05,BUY_28863,France,Engineering,6157.0,143722205,6592,ISO9001,0,0.53,1,Unknown,0,19064,0,0.57,WhatsApp,0.87,0,0,1,1,0.07
IMP_7063,2024-12-30,BUY_95490,UAE,Medical Devices,0.0,186089013,3967,NaN,1,0.37,0,Unknown,0,10990,0,0.58,Call,0.95,1,0,0,0,0.31
IMP_7064,2024-12-29,BUY_42773,Italy,Engineering,0.0,27779552,3668,ISO9001,0,0.87,1,Unknown,0,8370,0,0.79,Call,0.36,0,1,0,0,-0.46
IMP_7065,2024-07-07,BUY_60816,Japan,Medical Devices,4579.0,131810370,4628,NaN,0,0.2,1,1,1,8431,0,0.41,NaN,0.0,1,0,0,0,-0.31
IMP_7066,2021-06-19,BUY_27206,UAE,Chemicals,5565.0,26932536,3354,REACH,0,0.98,1,0,1,16162,0,0.12,WhatsApp,0.0,1,0,1,1,0.81
IMP_7067,2021-09-25,BUY_91093,Japan,Pharmaceuticals,6336.0,86899756,5270,EU-GMP,1,0.65,1,Unknown,0,529,0,0.99,LinkedIn,0.32,1,0,1,0,-0.66
IMP_7068,2024-05-17,BUY_77861,Canada,Pharmaceuticals,6140.0,99435192,3899,WHO-GMP,0,0.67,0,Unknown,0,264,0,0.6,Call,0.13,1,0,1,1,0.52
IMP_7069,2024-08-14,BUY_65653,USA,IT Software,0.0,129562014,5315,ISO27001,1,0.97,0,Unknown,0,19431,1,0.05,NaN,0.26,1,0,1,1,-0.24
IMP_7070,2024-07-15,BUY_45338,Italy,Chemicals,4806.0,107896868,1394,ISO14001,0,0.24,1,1,1,13677,1,0.65,WhatsApp,0.33,1,0,1,1,0.41
IMP_7071,2022-05-29,BUY_58100,UK,Engineering,7972.0,151179834,3561,NaN,1,0.19,1,0,0,8515,1,0.53,NaN,0.0,1,0,1,0,-0.15
IMP_7072,2022-02-03,BUY_40470,Italy,Chemicals,2375.0,98195152,3127,REACH,0,0.46,0,Unknown,0,2634,0,0.42,LinkedIn,0.05,0,0,1,1,-0.84
IMP_7073,2025-01-10,NaN,Germany,Auto Parts,6596.0,37787951,2594,ISO9001,1,0.92,0,1,0,8200,1,0.07,LinkedIn,0.97,1,1,1,1,-0.2
IMP_7074,2023-03-03,BUY_17698,Canada,Medical Devices,0.0,124315423,1712,ISO9001,1,0.8,0,0,1,5377,1,0.01,NaN,0.0,0,0,1,0,0.69
IMP_7075,2022-05-27,BUY_46050,Japan,IT Software,0.0,68754384,5062,ISO27001,1,0.4,0,1,1,6983,0,0.33,NaN,0.0,1,0,1,1,0.11
IMP_7076,2021-01-05,BUY_92162,Japan,Medical Devices,0.0,130227516,1649,ISO9001,0,0.48,1,Unknown,1,15084,0,0.39,LinkedIn,0.92,1,1,1,1,-0.93
IMP_7077,2023-07-16,BUY_81385,Japan,Solar,0.0,18579025,3402,TUV,1,0.97,0,Unknown,0,16212,0,0.37,WhatsApp,0.96,1,1,0,0,-0.19
IMP_7078,2023-03-22,BUY_66452,Netherlands,Electronics,4211.0,102739997,4869,ISO9001,1,0.81,0,Unknown,0,19393,1,0.0,WhatsApp,0.58,0,1,1,1,-0.54
IMP_7079,2024-09-10,BUY_17042,USA,Engineering,0.0,194314278,1525,ISO9001,1,0.15,1,0,0,12979,1,0.85,WhatsApp,0.0,0,0,1,1,0.72
IMP_7080,2023-07-14,BUY_30955,Japan,Solar,5846.0,3883876,1141,NaN,0,0.57,0,Unknown,1,10036,0,0.6,WhatsApp,0.0,0,1,0,0,-0.43
IMP_7081,2023-09-04,NaN,Australia,Engineering,2540.0,118645432,3542,ISO9001,0,0.18,1,1,1,52,1,0.65,LinkedIn,0.0,1,1,1,0,0.45
IMP_7082,2022-05-29,BUY_74343,Netherlands,IT Software,0.0,22838534,1114,SOC2,0,0.29,1,1,1,17121,1,0.23,Email,0.0,1,0,0,0,0.46
IMP_7083,2024-10-25,BUY_12255,Australia,Chemicals,0.0,124667183,1926,ISO14001,1,0.81,0,Unknown,1,1833,0,0.37,Call,0.21,1,0,0,0,-0.13
IMP_7084,2022-05-07,BUY_60056,UK,Textiles,3647.0,7093782,5766,ISO9001,1,0.48,1,Unknown,0,10634,0,0.08,LinkedIn,0.0,0,1,0,0,0.76
IMP_7085,2023-09-27,BUY_91774,Australia,Chemicals,597.0,158712838,5751,ISO14001,1,0.32,0,Unknown,0,10386,0,0.02,NaN,0.0,0,0,0,0,0.64
IMP_7086,2024-05-05,NaN,France,Pharmaceuticals,0.0,109140272,609,NaN,1,0.25,1,0,0,12991,0,0.83,LinkedIn,0.48,1,1,0,1,-0.79
IMP_7087,2022-02-13,BUY_41260,Japan,Medical Devices,1759.0,155816117,6833,NaN,1,0.23,0,Unknown,0,7081,0,0.48,Email,0.0,1,1,1,0,-0.2
IMP_7088,2023-04-15,BUY_10197,Canada,Medical Devices,6494.0,148873069,156,NaN,1,0.44,0,0,0,16057,1,0.55,LinkedIn,0.8,1,0,1,1,-0.21
IMP_7089,2021-02-22,BUY_53926,UAE,Textiles,0.0,190698596,481,NaN,0,0.01,1,1,0,7953,1,0.66,NaN,0.25,1,0,1,1,-0.99
IMP_7090,2023-02-10,BUY_46325,UK,Pharmaceuticals,0.0,197743087,5144,EU-GMP,1,0.8,0,Unknown,0,1035,1,0.19,NaN,0.0,0,0,0,1,0.13
IMP_7091,2024-08-29,BUY_93493,France,Engineering,1489.0,5224667,4434,ISO9001,1,0.43,0,0,0,17662,0,0.78,NaN,0.0,0,1,0,1,0.03
IMP_7092,2021-07-27,BUY_34554,Netherlands,Solar,7446.0,139766361,381,NaN,0,0.51,1,Unknown,1,15394,0,0.69,WhatsApp,0.0,1,0,0,0,0.16
IMP_7093,2023-10-28,BUY_12545,UAE,Auto Parts,1396.0,117443755,4704,ISO9001,0,0.31,0,1,0,13351,0,0.25,NaN,0.0,0,1,1,1,0.98
IMP_7094,2023-09-08,BUY_78510,France,Medical Devices,0.0,104988709,3819,ISO9001,1,0.83,0,1,0,9036,0,0.0,Email,0.0,1,0,0,1,0.99
IMP_7095,2021-01-19,NaN,Singapore,Electronics,0.0,110091285,3296,NaN,0,0.04,0,0,0,11432,0,0.51,WhatsApp,0.65,0,0,1,0,-0.14
IMP_7096,2022-07-04,BUY_25331,Netherlands,Electronics,5315.0,113928891,2477,ISO9001,0,0.85,0,1,0,11832,0,0.42,WhatsApp,0.0,0,1,1,0,-0.1
IMP_7097,2021-01-16,BUY_79077,Canada,Electronics,4400.0,70847662,4459,NaN,1,0.12,0,1,1,9556,1,0.64,LinkedIn,0.0,0,1,0,1,-0.61
IMP_7098,2023-02-21,BUY_53375,Netherlands,Medical Devices,1435.0,74233031,4792,NaN,1,0.98,0,Unknown,1,13257,1,0.31,Call,0.0,1,0,0,0,-0.47
IMP_7099,2023-09-17,BUY_90942,Japan,Chemicals,0.0,60197348,5976,NaN,0,0.13,0,1,0,4545,0,0.68,Call,0.0,1,0,0,1,-0.75
IMP_7100,2023-03-02,BUY_69887,Australia,Auto Parts,3283.0,151588430,4692,NaN,1,0.81,0,Unknown,1,18201,0,0.87,Email,0.17,1,0,1,1,0.93
IMP_7101,2021-12-09,BUY_85563,Singapore,Medical Devices,0.0,161896683,4379,NaN,0,0.3,0,Unknown,0,9690,0,0.63,Email,0.0,0,0,1,0,0.69
IMP_7102,2023-06-23,BUY_21108,Netherlands,Electronics,0.0,45675375,6007,ISO9001,0,0.56,0,0,0,11213,1,0.48,Email,0.0,0,0,0,1,0.46
IMP_7103,2022-05-26,BUY_15854,Japan,Solar,0.0,31309570,1100,UL,1,0.33,1,Unknown,1,7886,0,0.0,NaN,0.8,1,1,0,1,0.4
IMP_7104,2023-04-27,BUY_27349,UAE,Textiles,1293.0,77505603,675,ISO9001,0,0.51,1,Unknown,0,3791,0,0.91,LinkedIn,0.0,1,0,0,1,-0.56
IMP_7105,2021-09-21,BUY_49704,France,Engineering,5399.0,54590871,221,NaN,0,0.66,0,Unknown,1,15156,0,0.84,LinkedIn,0.0,0,1,1,0,0.14
IMP_7106,2024-05-28,BUY_98518,Singapore,Pharmaceuticals,210.0,142994996,3655,WHO-GMP,1,0.52,1,0,0,17097,1,0.97,LinkedIn,0.0,1,0,0,1,-0.7
IMP_7107,2023-09-15,BUY_95182,Canada,Textiles,3271.0,52819046,3927,ISO9001,1,0.24,1,0,0,16325,1,0.64,Email,0.07,0,1,0,1,0.79
IMP_7108,2021-12-06,BUY_56320,UAE,Medical Devices,0.0,169295460,6933,NaN,0,0.6,0,0,0,14118,1,0.38,LinkedIn,0.0,0,1,1,0,0.21
IMP_7109,2023-07-08,BUY_38782,Singapore,Textiles,1188.0,7958305,5663,NaN,1,0.98,0,1,0,5233,0,0.1,Email,0.0,1,1,1,0,0.74
IMP_7110,2022-02-19,BUY_33888,Canada,Medical Devices,3593.0,92047377,409,NaN,1,0.32,0,Unknown,0,18662,0,0.59,LinkedIn,0.3,0,1,0,0,-0.93
IMP_7111,2021-01-01,BUY_66555,Germany,Textiles,0.0,9003822,1447,NaN,0,0.56,1,1,1,10402,1,0.35,LinkedIn,0.0,1,1,0,0,-0.53
IMP_7112,2021-03-07,BUY_95595,Japan,IT Software,0.0,162217463,6588,NaN,0,0.58,0,Unknown,0,16135,0,0.8,Call,0.0,1,0,1,1,-0.02
IMP_7113,2023-07-26,BUY_47554,Italy,Textiles,7909.0,42285065,5364,NaN,0,0.38,1,0,0,13374,1,0.4,NaN,0.47,0,1,0,1,0.19
IMP_7114,2025-01-01,BUY_62863,Germany,Engineering,0.0,177312957,6509,ISO9001,0,0.59,0,1,1,17222,1,0.79,NaN,0.0,1,0,1,1,0.57
IMP_7115,2023-08-10,BUY_46874,USA,Chemicals,5853.0,135063819,1680,ISO14001,1,0.45,1,0,1,908,1,0.59,NaN,0.0,1,0,0,0,0.48
IMP_7116,2021-01-02,BUY_62034,Japan,Electronics,4869.0,23042718,4769,NaN,1,0.09,0,0,1,2174,1,0.26,Call,0.7,1,0,0,1,0.87
IMP_7117,2024-10-23,BUY_36903,France,Machinery,0.0,77507629,1722,NaN,1,0.29,0,Unknown,1,4090,0,0.48,WhatsApp,0.0,1,0,0,1,-0.16
IMP_7118,2023-03-01,BUY_40366,Italy,Auto Parts,0.0,108289735,3614,NaN,0,0.09,1,1,1,889,0,0.59,Email,0.49,0,0,1,0,0.24
IMP_7119,2024-04-22,BUY_23628,USA,Electronics,0.0,143983962,4294,NaN,0,0.93,0,1,0,15876,1,0.18,LinkedIn,0.0,1,0,1,1,0.68
IMP_7120,2024-04-03,BUY_63362,Netherlands,Chemicals,0.0,28216688,5312,ISO14001,1,0.59,0,0,0,8798,0,0.91,WhatsApp,0.26,0,1,0,1,0.24
IMP_7121,2021-11-03,BUY_64730,UK,Textiles,4945.0,145890571,3726,NaN,0,0.0,0,1,1,10117,0,0.29,NaN,0.0,0,1,0,1,0.47
IMP_7122,2022-06-26,BUY_38864,France,IT Software,2693.0,42451736,2020,ISO27001,0,0.78,0,1,1,4515,0,0.07,NaN,0.0,0,0,1,1,-0.9
IMP_7123,2024-05-25,BUY_73251,Netherlands,Electronics,2528.0,129878758,6546,ISO9001,0,0.06,1,1,0,2238,0,0.06,Email,0.0,1,0,0,1,0.21
IMP_7124,2023-10-06,BUY_56249,Canada,Engineering,0.0,122768919,1309,ISO14001,1,0.55,0,0,0,15426,0,0.0,Call,0.0,1,0,0,1,0.61
IMP_7125,2024-12-27,BUY_76124,Germany,Electronics,0.0,41384940,3220,ISO9001,0,0.97,1,0,0,16339,1,0.77,Call,0.0,0,1,0,1,-0.52
IMP_7126,2023-11-10,BUY_78181,Australia,Engineering,0.0,8858791,6730,ISO14001,1,0.73,1,Unknown,0,4341,1,0.91,Email,0.0,1,0,0,1,-0.63
IMP_7127,2023-05-09,BUY_68835,USA,Solar,5656.0,199681017,3774,UL,0,0.53,1,0,0,7533,0,0.63,Email,0.0,1,0,0,1,0.72
IMP_7128,2023-02-20,BUY_28669,Singapore,Engineering,4964.0,2664779,1250,ISO14001,1,0.23,1,1,1,11356,0,0.92,WhatsApp,0.0,0,1,0,0,0.69
IMP_7129,2022-03-23,BUY_27686,Australia,Engineering,0.0,80931417,3658,ISO14001,0,0.93,0,0,0,9470,0,0.11,Email,0.0,0,0,0,0,0.67
IMP_7130,2024-09-15,BUY_53609,UK,Engineering,0.0,67361284,6334,ISO14001,0,0.87,0,Unknown,1,9572,1,0.95,LinkedIn,0.43,1,1,1,1,0.61
IMP_7131,2022-10-27,BUY_20707,UAE,Solar,0.0,119662110,5794,UL,0,0.47,1,Unknown,1,7662,1,0.16,Email,0.0,1,1,0,1,-0.94
IMP_7132,2023-09-01,BUY_59081,Canada,IT Software,0.0,45731098,3552,GDPR,0,0.07,1,0,0,4297,0,0.3,LinkedIn,0.0,0,0,0,1,0.62
IMP_7133,2023-02-05,BUY_74382,UK,Solar,0.0,19475514,6564,IEC,1,0.38,0,0,1,15309,1,0.12,WhatsApp,0.0,1,1,1,0,0.84
IMP_7134,2022-06-18,BUY_91552,UK,Pharmaceuticals,6956.0,116964930,2464,WHO-GMP,0,0.7,1,1,0,12635,1,0.17,LinkedIn,0.0,1,0,1,0,0.94
IMP_7135,2022-10-24,BUY_18851,UAE,Electronics,0.0,69658468,3342,ISO9001,0,0.25,1,0,1,15674,1,0.99,Call,0.0,1,1,0,0,0.68
IMP_7136,2022-06-11,BUY_80521,Singapore,IT Software,7710.0,175737253,2182,NaN,1,0.83,1,0,0,3248,1,0.87,NaN,0.59,0,0,0,1,-0.48
IMP_7137,2024-02-27,BUY_83353,UK,Electronics,0.0,197794048,4003,ISO9001,1,0.03,0,1,1,18489,1,0.2,LinkedIn,0.0,1,1,0,0,-0.03
IMP_7138,2023-01-31,BUY_39740,Netherlands,Electronics,0.0,142495496,4469,ISO9001,1,0.55,1,0,0,10724,0,0.66,LinkedIn,0.32,1,0,1,1,-0.04
IMP_7139,2021-09-16,BUY_48831,Japan,Pharmaceuticals,1773.0,141813988,4010,NaN,0,0.32,1,Unknown,0,4544,0,0.61,LinkedIn,0.0,0,1,0,0,0.66
IMP_7140,2023-05-30,BUY_68936,Netherlands,Machinery,4974.0,128833742,2181,NaN,0,0.05,0,Unknown,0,8850,0,0.27,WhatsApp,0.0,1,0,1,0,0.99
IMP_7141,2023-10-14,BUY_18729,Germany,Auto Parts,4101.0,40880928,860,NaN,0,0.76,0,Unknown,0,2169,1,0.27,Call,0.0,0,1,0,1,-0.61
IMP_7142,2022-04-19,BUY_75748,Italy,Electronics,3785.0,121874298,2126,NaN,0,0.14,1,1,0,15862,1,0.95,Call,0.0,0,0,0,0,0.58
IMP_7143,2023-08-04,BUY_32600,UK,Machinery,2595.0,48762396,3306,NaN,1,0.03,1,0,0,18113,1,0.06,LinkedIn,0.06,0,1,0,0,0.35
IMP_7144,2021-02-07,BUY_32505,Italy,Auto Parts,5218.0,21395241,1818,ISO9001,1,0.66,0,Unknown,0,6903,0,0.85,Email,0.0,1,1,1,0,-0.8
IMP_7145,2023-07-30,BUY_63871,Japan,Engineering,0.0,149194991,3824,CE,1,0.51,0,1,0,13869,1,0.75,Call,0.42,1,0,1,1,-0.39
IMP_7146,2024-01-14,BUY_90522,Singapore,Chemicals,5819.0,193973788,4963,REACH,0,0.22,0,0,0,9902,1,0.7,NaN,0.0,0,1,0,0,-0.31
IMP_7147,2024-03-10,BUY_63359,France,Engineering,5725.0,4721703,3729,ISO9001,1,0.23,1,Unknown,1,4252,1,0.74,LinkedIn,0.0,0,1,1,0,-0.06
IMP_7148,2024-02-20,BUY_30150,UAE,Engineering,0.0,128349992,2824,ISO14001,1,0.77,1,0,1,15619,1,0.38,LinkedIn,0.0,1,0,0,0,-0.52
IMP_7149,2021-02-10,BUY_72151,Canada,Pharmaceuticals,0.0,61237962,4105,FDA,1,0.49,0,0,1,10563,0,0.11,WhatsApp,0.0,1,1,1,0,-0.93
IMP_7150,2021-11-25,BUY_23522,Australia,Pharmaceuticals,0.0,104007956,2181,NaN,0,0.71,0,Unknown,0,1465,0,0.56,Call,0.0,1,1,0,0,0.91
IMP_7151,2021-11-28,BUY_86303,UAE,IT Software,1883.0,94217948,4749,SOC2,0,0.02,0,Unknown,0,3682,0,0.95,Call,0.0,0,1,1,0,-0.83
IMP_7152,2021-02-19,NaN,France,Chemicals,0.0,183836634,3964,RoHS,1,0.2,0,1,0,10304,1,0.41,WhatsApp,0.0,1,1,0,0,-0.01
IMP_7153,2024-03-21,BUY_63041,Italy,Engineering,0.0,124528733,1461,CE,0,0.25,1,Unknown,1,19377,1,0.35,Email,0.0,0,0,0,0,-0.35
IMP_7154,2024-07-21,BUY_14386,Japan,Solar,0.0,187212467,5497,UL,0,0.33,0,1,0,8182,0,0.5,NaN,0.7,0,1,0,0,-0.9
