NEWS_ID,Date,Region,Event_Type,Impact_Level,Affected_Industry,Tariff_Change,StockMarket_Shock,War_Flag,Natural_Calamity_Flag,Currency_Shift
NEWS_3521,2021-03-18,Asia,Natural Calamity,High,Textiles,0.5,-0.53,1,0,0.01
NEWS_3522,2024-02-21,Europe,Trade Agreement,Medium,IT Software,0.49,-0.29,0,1,-0.46
NEWS_3523,2023-04-27,Global,Stock Crash,High,Engineering,-0.88,0.21,0,1,0.1
NEWS_3524,2022-03-11,Europe,Natural Calamity,Medium,Textiles,-0.35,0.07,1,1,0.28
NEWS_3525,2023-10-15,Europe,Stock Crash,Low,Pharmaceuticals,0.48,-0.83,0,1,-0.77
NEWS_3526,2021-07-30,Europe,Tariff Update,High,IT Software,-0.17,0.04,1,0,-0.27
NEWS_3527,2021-06-14,Global,War Alert,High,IT Software,-0.63,0.02,1,1,-0.58
NEWS_3528,2024-11-01,North America,Trade Agreement,Low,Machinery,-0.52,0.5,0,0,-0.44
NEWS_3529,2022-05-14,Asia,War Alert,Medium,Engineering,-0.86,0.17,0,0,-0.13
NEWS_3530,2024-11-21,North America,Stock Crash,Medium,Solar,-0.16,0.05,1,0,0.02
NEWS_3531,2023-04-07,North America,Tariff Update,High,Engineering,-0.39,-0.24,0,0,-0.46
NEWS_3532,2022-11-26,Global,Tariff Update,Medium,IT Software,0.23,0.22,0,1,-0.67
NEWS_3533,2024-02-21,Global,War Alert,Medium,Machinery,-0.52,-0.99,0,0,0.6
NEWS_3534,2021-05-02,Asia,Natural Calamity,Medium,Electronics,0.01,-0.51,1,1,0.47
NEWS_3535,2022-02-22,Asia,Trade Agreement,Low,Pharmaceuticals,0.11,0.44,1,0,-0.81
NEWS_3536,2021-01-11,Europe,Stock Crash,Medium,Pharmaceuticals,-0.69,-0.57,1,1,0.21
NEWS_3537,2021-08-20,North America,Natural Calamity,High,Medical Devices,0.5,0.94,0,1,-0.38
NEWS_3538,2025-01-15,Global,Supply Chain Shock,Medium,Engineering,0.46,0.47,0,0,0.18
NEWS_3539,2023-07-31,North America,Tariff Update,High,Auto Parts,-0.97,-0.88,1,0,-0.81
NEWS_3540,2021-06-16,Middle East,War Alert,Low,Electronics,-0.78,-0.47,1,0,-0.51
NEWS_3541,2021-09-18,Asia,Supply Chain Shock,Low,Electronics,-0.64,-0.98,1,1,-0.73
NEWS_3542,2022-07-26,Global,Supply Chain Shock,High,Pharmaceuticals,0.02,0.08,0,0,0.08
NEWS_3543,2023-10-26,Asia,Natural Calamity,Medium,IT Software,-0.2,-0.8,1,0,0.75
NEWS_3544,2024-12-15,Global,War Alert,Low,Machinery,0.17,0.93,1,1,0.74
NEWS_3545,2022-04-21,Global,Natural Calamity,High,Textiles,0.32,-0.67,1,0,-0.22
NEWS_3546,2024-11-29,Europe,Supply Chain Shock,Low,IT Software,-0.64,-0.15,0,1,0.72
NEWS_3547,2023-08-22,Europe,War Alert,Medium,Machinery,0.9,-0.61,1,1,-0.06
NEWS_3548,2022-08-08,Global,Trade Agreement,Medium,Pharmaceuticals,0.67,0.1,0,0,0.23
NEWS_3549,2023-06-22,North America,Stock Crash,Medium,Medical Devices,-0.26,0.52,1,1,0.84
NEWS_3550,2021-02-16,Asia,Supply Chain Shock,Medium,Electronics,-0.3,0.82,1,1,0.16
NEWS_3551,2021-07-03,North America,Stock Crash,High,Medical Devices,0.92,-0.25,0,1,-0.93
NEWS_3552,2021-12-06,Global,War Alert,Low,Electronics,-0.79,-0.18,1,1,-0.91
NEWS_3553,2024-02-25,Middle East,Trade Agreement,Medium,Chemicals,0.24,0.44,0,0,-0.88
NEWS_3554,2024-04-28,Europe,War Alert,Medium,Textiles,-0.8,-0.07,1,0,0.79
NEWS_3555,2024-11-09,Middle East,War Alert,Low,IT Software,0.65,-0.63,0,1,-0.01
NEWS_3556,2023-12-31,Asia,War Alert,Low,IT Software,0.62,0.59,0,1,-0.16
NEWS_3557,2024-05-13,Middle East,Tariff Update,High,Chemicals,-0.39,0.21,1,1,-0.71
NEWS_3558,2021-05-06,Middle East,Supply Chain Shock,Low,Solar,0.76,0.16,1,0,-0.13
NEWS_3559,2022-01-12,North America,Supply Chain Shock,Low,Textiles,-0.25,0.87,1,1,-0.68
NEWS_3560,2023-04-06,Asia,Trade Agreement,Low,Textiles,0.96,-0.01,0,0,-0.08
NEWS_3561,2023-02-08,North America,Supply Chain Shock,High,Pharmaceuticals,0.38,-0.57,0,1,-0.49
NEWS_3562,2021-07-10,Middle East,Trade Agreement,High,Chemicals,-0.78,-0.01,1,1,-0.93
NEWS_3563,2021-03-09,Middle East,Stock Crash,Medium,Solar,0.03,0.52,1,1,-0.76
NEWS_3564,2021-12-15,North America,War Alert,Medium,Engineering,-0.97,0.23,0,1,-0.04
NEWS_3565,2022-02-07,Europe,Supply Chain Shock,High,Solar,0.56,0.84,0,1,0.31
NEWS_3566,2024-11-28,Global,Tariff Update,High,Solar,-0.16,0.3,1,0,0.3
NEWS_3567,2021-07-06,North America,Natural Calamity,Low,Solar,0.68,-0.86,1,1,-0.99
NEWS_3568,2022-08-08,Middle East,Natural Calamity,Medium,Pharmaceuticals,0.55,-0.14,1,0,-0.83
NEWS_3569,2023-07-23,Middle East,Supply Chain Shock,Medium,Solar,-0.4,-0.09,1,1,-0.19
NEWS_3570,2022-10-16,Europe,Stock Crash,Low,Auto Parts,-0.45,0.06,1,1,0.0
NEWS_3571,2022-10-25,Asia,War Alert,High,Machinery,0.6,0.56,0,0,-0.59
NEWS_3572,2024-07-31,Middle East,Trade Agreement,Low,Chemicals,-0.09,-0.1,0,0,-0.13
NEWS_3573,2021-02-08,Asia,Trade Agreement,Medium,Medical Devices,-0.92,-0.84,0,1,-0.49
NEWS_3574,2021-01-04,North America,Stock Crash,High,IT Software,0.56,-0.31,0,0,-0.02
NEWS_3575,2021-04-02,Asia,Trade Agreement,Low,Medical Devices,-0.71,-0.78,0,1,-0.74
NEWS_3576,2021-04-23,North America,Supply Chain Shock,High,Chemicals,-0.77,-1.0,0,1,-0.64
NEWS_3577,2022-04-24,Global,Tariff Update,High,Auto Parts,-0.82,0.07,1,1,0.57
NEWS_3578,2023-03-06,Asia,Supply Chain Shock,Medium,Chemicals,0.78,0.79,0,1,0.27
NEWS_3579,2022-02-28,North America,Stock Crash,Low,Auto Parts,0.9,-0.19,1,1,0.86
NEWS_3580,2021-07-03,Global,Trade Agreement,High,Textiles,-0.48,0.8,0,1,-0.65
NEWS_3581,2021-11-24,Middle East,War Alert,High,Machinery,0.94,-0.06,0,1,0.26
NEWS_3582,2023-04-30,Asia,Supply Chain Shock,High,Pharmaceuticals,-0.25,0.73,1,1,0.35
NEWS_3583,2024-06-11,North America,Supply Chain Shock,Medium,Auto Parts,0.03,0.49,1,1,0.75
NEWS_3584,2023-12-26,Asia,War Alert,Low,Medical Devices,-0.56,-0.23,1,0,0.75
NEWS_3585,2021-12-07,Europe,Supply Chain Shock,Medium,Medical Devices,-0.59,0.88,1,1,0.7
NEWS_3586,2023-05-24,North America,War Alert,High,IT Software,-0.21,-0.75,1,0,0.34
NEWS_3587,2022-05-27,Europe,Supply Chain Shock,Low,Pharmaceuticals,-0.81,0.6,1,1,-0.33
NEWS_3588,2023-05-01,Global,Stock Crash,Medium,Medical Devices,-0.29,-0.68,0,1,-0.27
NEWS_3589,2022-11-26,North America,Natural Calamity,Low,IT Software,-0.5,-0.06,0,0,0.8
NEWS_3590,2024-10-16,Global,Tariff Update,Medium,Solar,-0.41,0.78,0,1,-0.48
NEWS_3591,2023-05-12,Middle East,Natural Calamity,Low,IT Software,-0.94,-0.55,1,1,0.54
NEWS_3592,2024-08-12,Global,Natural Calamity,Low,Machinery,0.21,0.68,0,0,-0.71
NEWS_3593,2022-03-07,Europe,Tariff Update,Medium,Pharmaceuticals,0.41,0.75,1,0,-0.91
NEWS_3594,2021-09-10,Asia,Tariff Update,Medium,Solar,0.46,0.15,1,0,0.83
NEWS_3595,2024-02-06,North America,Tariff Update,Low,Medical Devices,-0.5,0.85,0,0,-0.67
NEWS_3596,2024-07-13,Asia,Natural Calamity,Low,Textiles,0.4,-0.07,0,1,0.76
NEWS_3597,2022-08-08,Asia,Tariff Update,Low,Medical Devices,0.29,-0.75,0,0,0.08
NEWS_3598,2022-12-17,Europe,Supply Chain Shock,Low,Electronics,0.96,-0.35,1,0,-0.8
NEWS_3599,2024-11-12,Asia,Stock Crash,Low,Textiles,-0.45,-0.03,1,1,-0.98
NEWS_3600,2024-08-04,North America,Stock Crash,Medium,Pharmaceuticals,0.73,-0.74,0,1,0.49
NEWS_3601,2023-08-15,Europe,Stock Crash,Medium,Chemicals,0.76,-0.42,1,1,0.98
NEWS_3602,2022-03-17,North America,Tariff Update,Medium,Machinery,-0.78,0.07,1,1,0.79
NEWS_3603,2021-11-05,North America,Trade Agreement,Low,Pharmaceuticals,-0.53,0.4,1,1,-0.45
NEWS_3604,2021-09-15,Europe,War Alert,Low,Pharmaceuticals,0.53,-1.0,1,0,0.48
NEWS_3605,2022-10-24,Global,Supply Chain Shock,Low,Textiles,0.72,-0.72,1,1,-0.64
NEWS_3606,2023-06-02,Middle East,War Alert,High,Engineering,0.6,-0.13,1,1,-0.56
NEWS_3607,2021-09-16,Middle East,War Alert,Medium,IT Software,-0.67,-0.57,1,1,0.65
NEWS_3608,2021-01-20,Global,Natural Calamity,Low,Solar,-0.83,-0.44,0,0,0.45
NEWS_3609,2024-12-28,North America,Supply Chain Shock,Low,Machinery,0.52,0.32,1,0,-0.68
NEWS_3610,2021-09-18,Global,Tariff Update,Medium,Engineering,0.45,0.41,1,0,0.94
NEWS_3611,2022-07-26,Europe,Supply Chain Shock,Medium,Chemicals,-0.4,0.91,0,1,0.79
NEWS_3612,2021-06-03,North America,Trade Agreement,High,Chemicals,0.34,-0.03,1,0,0.12
NEWS_3613,2021-02-03,Asia,Natural Calamity,Medium,Pharmaceuticals,-0.86,0.46,0,0,0.09
NEWS_3614,2021-07-15,North America,Stock Crash,Low,Chemicals,-0.1,-0.76,0,1,-0.31
NEWS_3615,2023-05-28,North America,Trade Agreement,High,Engineering,0.19,0.88,0,1,-0.85
NEWS_3616,2021-11-15,Global,Natural Calamity,Low,Pharmaceuticals,0.97,0.54,1,0,0.35
NEWS_3617,2022-06-01,Global,War Alert,High,IT Software,-0.37,-0.89,0,0,0.4
NEWS_3618,2021-08-28,North America,War Alert,Low,Textiles,-0.81,-0.25,1,1,-0.95
NEWS_3619,2022-05-31,Global,Stock Crash,High,Machinery,0.62,0.99,0,0,-0.78
NEWS_3620,2024-07-16,Middle East,Tariff Update,Low,Solar,-0.89,-0.61,0,0,-0.76
NEWS_3621,2023-08-25,Europe,Trade Agreement,Medium,Electronics,-0.05,-0.02,0,0,0.89
NEWS_3622,2022-04-12,North America,Natural Calamity,Medium,Medical Devices,0.4,0.23,1,1,-0.8
NEWS_3623,2024-04-05,North America,Supply Chain Shock,Low,Medical Devices,-0.43,0.99,0,0,0.62
NEWS_3624,2021-06-18,Middle East,Stock Crash,Medium,Medical Devices,-0.24,0.18,1,0,-0.97
NEWS_3625,2024-04-22,Middle East,Natural Calamity,Low,Medical Devices,-0.95,-0.42,1,1,-0.19
NEWS_3626,2022-08-06,North America,Supply Chain Shock,Medium,Chemicals,0.3,-0.83,1,0,0.48
NEWS_3627,2021-05-18,Global,Natural Calamity,Medium,Auto Parts,0.39,-0.98,1,1,-0.47
NEWS_3628,2023-05-15,Middle East,Supply Chain Shock,Medium,Solar,0.84,-0.45,0,1,0.0
NEWS_3629,2024-07-09,Global,Tariff Update,Low,Electronics,0.66,0.35,0,0,0.75
NEWS_3630,2024-07-28,North America,War Alert,Medium,Medical Devices,0.3,0.3,0,1,0.12
NEWS_3631,2024-11-22,Middle East,War Alert,Medium,Medical Devices,0.85,0.22,0,1,0.06
NEWS_3632,2021-03-02,Europe,Tariff Update,Low,Machinery,-0.09,-0.45,0,0,0.54
NEWS_3633,2023-04-06,North America,Stock Crash,Low,Engineering,-0.41,0.0,1,0,-0.06
NEWS_3634,2021-11-23,Global,Stock Crash,Low,Pharmaceuticals,-0.32,0.73,0,0,0.88
NEWS_3635,2023-11-20,Global,War Alert,Medium,Auto Parts,-0.14,-1.0,1,0,-0.51
NEWS_3636,2023-04-19,Europe,Tariff Update,High,Solar,0.31,-0.92,1,0,0.33
NEWS_3637,2024-06-09,North America,War Alert,Medium,Electronics,-0.72,0.96,0,0,-0.52
NEWS_3638,2023-06-05,Global,War Alert,Medium,Solar,-0.63,-0.12,1,1,0.08
NEWS_3639,2023-01-26,Middle East,Stock Crash,Low,Chemicals,-0.5,-0.66,0,0,0.54
NEWS_3640,2023-06-05,Middle East,Trade Agreement,Medium,Solar,0.03,-0.91,1,0,-0.63
NEWS_3641,2023-11-14,Global,Supply Chain Shock,Medium,Solar,-0.68,0.62,1,1,-0.2
NEWS_3642,2022-10-05,Global,War Alert,Low,Auto Parts,-0.59,-0.98,0,0,0.47
NEWS_3643,2021-07-10,Asia,Stock Crash,Low,IT Software,0.13,0.28,0,1,-0.99
NEWS_3644,2023-02-18,Europe,War Alert,Medium,Electronics,-0.27,0.83,0,0,-0.1
NEWS_3645,2025-02-03,North America,Stock Crash,High,Engineering,-0.79,0.99,1,1,-0.89
NEWS_3646,2024-01-27,North America,Stock Crash,Low,Electronics,-0.91,-0.61,1,0,0.2
NEWS_3647,2021-12-14,Middle East,Tariff Update,High,Textiles,0.06,0.58,0,1,0.3
NEWS_3648,2022-11-27,Europe,Supply Chain Shock,Medium,Textiles,-0.56,-0.26,0,1,-0.96
NEWS_3649,2021-06-19,Asia,Tariff Update,High,IT Software,0.3,-0.05,1,0,-0.56
NEWS_3650,2021-01-08,North America,Trade Agreement,High,Machinery,-0.61,0.82,1,0,0.77
NEWS_3651,2024-06-03,Global,Trade Agreement,High,Textiles,0.65,0.02,1,1,-0.65
NEWS_3652,2023-10-20,Europe,Natural Calamity,Low,Medical Devices,-0.78,0.34,0,0,-0.22
NEWS_3653,2021-05-08,Europe,Natural Calamity,Medium,Pharmaceuticals,0.87,-0.85,1,0,-0.23
NEWS_3654,2022-11-28,Global,Tariff Update,Low,Chemicals,0.29,-0.01,1,1,0.22
NEWS_3655,2022-09-22,Asia,Stock Crash,Low,Auto Parts,0.92,0.85,1,0,0.15
NEWS_3656,2022-04-07,Europe,Supply Chain Shock,Medium,Solar,0.61,-0.27,0,0,-0.71
NEWS_3657,2022-04-08,Middle East,Trade Agreement,Medium,Auto Parts,0.68,0.3,0,0,0.6
NEWS_3658,2023-11-22,Europe,Supply Chain Shock,High,Pharmaceuticals,0.78,0.75,0,0,0.95
NEWS_3659,2021-06-24,Global,Supply Chain Shock,High,Chemicals,0.88,-0.96,1,0,0.73
NEWS_3660,2022-07-09,Asia,Tariff Update,Medium,Electronics,-0.15,-0.67,1,1,-0.17
NEWS_3661,2024-12-17,North America,Supply Chain Shock,Low,Machinery,0.67,0.43,0,1,0.5
NEWS_3662,2023-01-20,North America,Tariff Update,High,Pharmaceuticals,-0.01,0.71,1,0,-0.79
NEWS_3663,2024-08-21,Asia,Trade Agreement,Medium,Electronics,-0.81,-0.57,0,1,-0.81
NEWS_3664,2024-11-22,Global,Tariff Update,Low,Solar,0.42,-0.1,0,1,-0.49
NEWS_3665,2023-02-16,Europe,War Alert,Medium,Textiles,0.85,-0.33,0,0,-0.54
NEWS_3666,2021-02-18,Europe,Trade Agreement,Medium,Medical Devices,0.09,-0.78,1,0,-0.95
NEWS_3667,2023-12-05,North America,Tariff Update,High,Medical Devices,-0.71,0.59,1,0,-0.69
NEWS_3668,2023-04-23,Europe,Stock Crash,High,Auto Parts,0.95,-0.29,0,1,0.04
NEWS_3669,2021-07-29,Europe,Supply Chain Shock,Low,Engineering,-0.91,-0.77,0,1,0.14
NEWS_3670,2022-02-16,Asia,War Alert,Medium,Textiles,0.77,0.19,1,1,0.5
NEWS_3671,2021-03-16,Global,Natural Calamity,Medium,Machinery,-0.81,0.08,0,1,-0.02
NEWS_3672,2024-03-08,North America,Stock Crash,High,IT Software,0.51,-0.63,1,1,0.1
NEWS_3673,2021-01-17,Europe,Stock Crash,Medium,Medical Devices,-0.81,0.04,1,1,0.74
NEWS_3674,2024-11-29,Asia,Tariff Update,Medium,Solar,-0.91,0.45,0,0,0.98
NEWS_3675,2022-05-19,Global,Stock Crash,Medium,Medical Devices,-0.84,-0.85,1,0,0.25
NEWS_3676,2023-09-24,Global,War Alert,Low,Machinery,-0.56,0.35,1,1,-0.13
NEWS_3677,2025-01-10,Europe,Trade Agreement,Medium,Pharmaceuticals,0.58,0.68,0,1,0.31
NEWS_3678,2021-11-11,Middle East,Stock Crash,Low,Chemicals,0.8,-0.26,0,0,0.35
NEWS_3679,2024-01-20,Global,Natural Calamity,High,Pharmaceuticals,0.24,0.18,0,1,0.66
NEWS_3680,2021-01-27,Middle East,Natural Calamity,Low,Medical Devices,0.45,0.48,1,0,-0.81
NEWS_3681,2021-02-04,Global,Supply Chain Shock,High,Electronics,0.67,0.57,0,1,-0.26
NEWS_3682,2023-03-08,North America,Stock Crash,Low,Medical Devices,-0.85,-0.61,0,0,-0.1
NEWS_3683,2024-09-02,Global,Natural Calamity,High,Medical Devices,-0.95,-0.88,0,1,-0.2
NEWS_3684,2021-06-22,Global,Tariff Update,Low,Pharmaceuticals,-0.61,-0.53,1,0,0.63
NEWS_3685,2021-05-12,Global,War Alert,High,Auto Parts,-0.83,-0.03,1,1,0.46
NEWS_3686,2022-12-27,Global,War Alert,Low,Chemicals,0.54,0.49,1,1,0.07
NEWS_3687,2023-12-15,Global,Natural Calamity,Low,Textiles,-0.96,0.95,1,0,-1.0
NEWS_3688,2021-09-04,Global,Supply Chain Shock,Low,Engineering,0.02,-0.03,1,1,0.95
NEWS_3689,2024-07-12,Global,Stock Crash,Low,IT Software,0.43,0.03,1,0,0.51
NEWS_3690,2022-09-12,North America,War Alert,High,Solar,0.54,0.03,1,1,-0.22
NEWS_3691,2023-09-06,Europe,Supply Chain Shock,High,Machinery,-0.2,0.62,1,1,0.52
NEWS_3692,2023-06-12,North America,Trade Agreement,Medium,Chemicals,-0.81,-0.95,1,0,0.47
NEWS_3693,2024-02-09,Middle East,War Alert,High,Medical Devices,0.17,0.57,1,1,-0.18
NEWS_3694,2021-05-08,North America,Stock Crash,High,IT Software,0.35,-0.69,0,1,-0.89
NEWS_3695,2024-02-14,Global,Stock Crash,High,Engineering,-0.78,-0.4,1,1,-0.08
NEWS_3696,2023-03-02,Asia,Trade Agreement,High,Engineering,0.13,0.56,0,0,-0.7
NEWS_3697,2022-12-18,Europe,Tariff Update,High,Medical Devices,0.96,0.7,0,0,0.04
NEWS_3698,2021-08-17,Middle East,Trade Agreement,Low,Solar,-0.05,-0.11,1,1,0.46
NEWS_3699,2024-07-24,North America,Stock Crash,Medium,Textiles,-0.26,0.01,1,1,-0.01
NEWS_3700,2021-01-31,Global,Tariff Update,High,Solar,-0.98,-0.82,1,1,0.98
NEWS_3701,2023-11-15,Global,Supply Chain Shock,Low,Auto Parts,-0.14,-0.05,0,0,-0.33
NEWS_3702,2024-01-07,North America,Tariff Update,Medium,Engineering,-0.42,-0.29,1,0,-0.04
NEWS_3703,2021-07-20,Europe,Natural Calamity,Low,Electronics,-0.34,0.26,0,0,-0.22
NEWS_3704,2022-03-27,Europe,Stock Crash,Medium,Chemicals,0.45,0.44,1,1,0.08
NEWS_3705,2021-03-02,Europe,Supply Chain Shock,Low,Solar,0.61,0.75,1,1,0.59
NEWS_3706,2023-09-27,Middle East,Tariff Update,High,Electronics,0.58,-0.77,0,1,0.96
NEWS_3707,2023-08-12,Global,Tariff Update,Medium,Engineering,0.6,0.99,0,0,0.6
NEWS_3708,2023-01-17,Asia,Natural Calamity,Low,Electronics,-0.74,-0.42,1,0,-0.14
NEWS_3709,2024-06-06,Middle East,Stock Crash,Medium,Electronics,1.0,0.39,1,0,0.89
NEWS_3710,2023-08-05,Global,Trade Agreement,Low,Pharmaceuticals,-0.54,-0.32,0,1,-0.69
NEWS_3711,2024-05-30,Middle East,War Alert,Low,Electronics,0.08,0.71,1,0,0.69
NEWS_3712,2024-05-08,Europe,Stock Crash,Medium,Auto Parts,0.04,0.58,1,0,-0.47
NEWS_3713,2022-11-12,Global,War Alert,High,Medical Devices,-0.23,-0.51,1,0,0.53
NEWS_3714,2023-10-19,North America,Stock Crash,Medium,Chemicals,0.02,0.18,1,1,-0.37
NEWS_3715,2022-08-25,North America,Tariff Update,Medium,Solar,-0.7,-0.6,0,1,-0.82
NEWS_3716,2024-08-12,Europe,Supply Chain Shock,Medium,Electronics,-0.92,-0.86,1,1,-0.77
NEWS_3717,2024-03-02,North America,Natural Calamity,High,Engineering,0.53,0.97,1,0,-0.25
NEWS_3718,2024-07-25,Middle East,Supply Chain Shock,High,Engineering,-0.22,0.34,1,0,0.02
NEWS_3719,2022-11-04,Asia,Natural Calamity,Medium,Pharmaceuticals,-0.46,-0.48,0,1,-0.69
NEWS_3720,2024-01-03,Europe,Trade Agreement,Medium,Pharmaceuticals,-0.9,-0.94,0,1,0.71
NEWS_3721,2021-08-25,North America,Tariff Update,Medium,Chemicals,0.97,-0.42,1,1,-0.75
NEWS_3722,2023-03-24,Global,Tariff Update,High,Electronics,-0.04,-0.87,0,0,-0.83
NEWS_3723,2021-05-19,Middle East,Stock Crash,High,Engineering,-0.26,-0.83,0,0,-0.48
NEWS_3724,2024-04-28,North America,Supply Chain Shock,High,Medical Devices,-0.62,0.42,1,1,-0.91
NEWS_3725,2023-01-01,Global,Supply Chain Shock,High,Engineering,-0.47,-0.69,0,0,0.83
NEWS_3726,2024-07-20,North America,Tariff Update,Medium,Machinery,0.12,-0.16,0,0,-0.81
NEWS_3727,2023-07-17,Global,Natural Calamity,High,IT Software,0.15,-0.84,0,1,0.95
NEWS_3728,2023-04-21,Europe,Stock Crash,Medium,Pharmaceuticals,-0.57,0.99,0,1,0.1
NEWS_3729,2021-02-03,Global,Natural Calamity,High,IT Software,0.62,0.86,0,1,0.07
NEWS_3730,2023-07-23,Middle East,Stock Crash,Low,Engineering,0.38,0.16,1,1,0.64
NEWS_3731,2024-12-13,Europe,Supply Chain Shock,Low,Chemicals,-0.63,0.17,0,0,0.85
NEWS_3732,2023-03-02,Europe,Tariff Update,Low,Textiles,-0.72,-0.69,0,1,0.96
NEWS_3733,2022-05-28,Global,Supply Chain Shock,Low,Solar,-0.14,0.65,1,1,0.5
NEWS_3734,2021-07-09,Middle East,Supply Chain Shock,High,Chemicals,0.57,-0.05,1,1,-0.24
NEWS_3735,2022-03-17,Europe,Tariff Update,High,Electronics,0.46,0.86,0,0,0.52
NEWS_3736,2022-01-30,Global,Supply Chain Shock,High,Textiles,-0.99,-0.21,1,1,-0.01
NEWS_3737,2021-08-06,Europe,Stock Crash,High,IT Software,-0.53,-0.68,0,0,-0.66
NEWS_3738,2023-10-25,Asia,Tariff Update,Low,Pharmaceuticals,0.5,-0.05,0,0,0.47
NEWS_3739,2021-05-30,Europe,Stock Crash,High,Auto Parts,-0.5,-0.46,0,0,0.34
NEWS_3740,2023-06-22,Middle East,Trade Agreement,Low,Medical Devices,0.8,0.74,0,1,0.55
NEWS_3741,2021-06-12,Global,Supply Chain Shock,High,Medical Devices,0.89,0.22,0,0,-0.48
NEWS_3742,2023-11-23,Asia,War Alert,Low,Machinery,-0.47,-0.64,1,1,-0.92
NEWS_3743,2021-10-16,Global,Stock Crash,Medium,Solar,-0.25,-1.0,1,0,0.75
NEWS_3744,2022-11-15,Asia,War Alert,Medium,Engineering,0.14,-0.88,1,1,0.65
NEWS_3745,2021-12-07,North America,Natural Calamity,High,Electronics,-0.68,0.64,1,1,0.93
NEWS_3746,2022-08-24,Europe,Natural Calamity,Medium,Textiles,0.27,0.96,1,0,0.1
NEWS_3747,2022-10-30,Asia,Supply Chain Shock,Low,Pharmaceuticals,-0.58,0.57,1,1,-0.88
NEWS_3748,2022-08-09,Middle East,Natural Calamity,High,Chemicals,0.75,0.98,1,1,-0.18
NEWS_3749,2022-03-10,Middle East,Natural Calamity,Low,Chemicals,0.54,0.56,0,1,0.0
NEWS_3750,2024-04-14,Global,Stock Crash,High,Auto Parts,-0.01,0.51,0,1,0.47
NEWS_3751,2022-03-17,Middle East,Tariff Update,High,Pharmaceuticals,0.91,-0.75,1,1,-0.65
NEWS_3752,2024-04-15,North America,Supply Chain Shock,Low,Chemicals,-0.14,0.95,1,0,-0.58
NEWS_3753,2024-12-05,Asia,Tariff Update,Medium,IT Software,0.38,-0.94,1,1,-0.67
NEWS_3754,2022-02-25,Global,Trade Agreement,Medium,Machinery,0.19,0.32,0,0,0.61
NEWS_3755,2024-10-22,Global,Supply Chain Shock,Medium,Auto Parts,-0.31,0.75,0,1,-0.91
NEWS_3756,2024-11-03,North America,War Alert,Medium,Textiles,-0.93,-0.51,0,0,-0.19
NEWS_3757,2022-03-03,Global,War Alert,High,Chemicals,0.41,-0.78,0,1,-0.63
NEWS_3758,2022-08-17,Global,Supply Chain Shock,High,Chemicals,0.57,-0.37,0,1,0.71
NEWS_3759,2021-12-26,Asia,Stock Crash,High,Engineering,-0.55,0.52,0,1,-0.82
NEWS_3760,2022-11-28,Europe,Tariff Update,High,Solar,-0.67,0.6,1,0,-0.42
NEWS_3761,2024-09-15,Middle East,Supply Chain Shock,Medium,Solar,-0.28,0.63,0,1,0.24
NEWS_3762,2023-12-09,Middle East,Tariff Update,Low,Electronics,-0.52,-0.71,0,1,-0.1
NEWS_3763,2021-07-22,North America,Natural Calamity,Low,Pharmaceuticals,0.47,0.52,0,0,0.88
NEWS_3764,2024-12-09,Middle East,War Alert,Medium,Textiles,0.46,-0.97,0,1,0.2
NEWS_3765,2023-05-17,Global,Stock Crash,Low,Electronics,0.22,0.52,0,1,0.6
NEWS_3766,2024-02-22,Global,Stock Crash,Medium,Pharmaceuticals,-0.4,0.61,0,1,-0.08
NEWS_3767,2022-07-17,Asia,Tariff Update,Low,Auto Parts,-0.54,0.31,0,1,-0.99
NEWS_3768,2021-12-16,Europe,Supply Chain Shock,Low,Engineering,0.99,0.81,1,0,-0.1
NEWS_3769,2022-05-21,North America,Stock Crash,Medium,Solar,0.91,0.41,1,0,0.89
NEWS_3770,2025-01-11,Middle East,Natural Calamity,Medium,Machinery,-0.67,0.39,0,0,0.87
NEWS_3771,2024-09-22,Asia,War Alert,Medium,Electronics,0.64,0.65,0,1,-0.45
NEWS_3772,2022-03-22,Global,Supply Chain Shock,High,Chemicals,0.71,-0.44,1,0,-0.01
NEWS_3773,2022-05-06,North America,War Alert,Low,Medical Devices,0.37,-0.31,1,1,-0.74
NEWS_3774,2024-10-14,Asia,War Alert,Low,IT Software,0.4,0.51,0,1,-0.91
NEWS_3775,2022-05-19,Global,Tariff Update,Low,Medical Devices,0.65,0.08,1,0,-0.32
NEWS_3776,2024-12-23,Europe,Stock Crash,High,Medical Devices,0.39,-0.71,1,1,-0.44
NEWS_3777,2022-12-23,Global,Tariff Update,Medium,Pharmaceuticals,0.13,0.43,1,1,-0.92
NEWS_3778,2021-02-04,North America,Natural Calamity,Medium,Auto Parts,0.24,0.17,0,1,-0.38
NEWS_3779,2023-11-12,Asia,Supply Chain Shock,Low,Machinery,0.51,-0.4,0,1,-0.93
NEWS_3780,2024-01-28,Europe,Natural Calamity,Medium,Engineering,-0.04,0.56,0,1,-0.02
NEWS_3781,2024-11-04,Europe,Stock Crash,High,IT Software,0.92,-0.23,0,0,-0.65
NEWS_3782,2022-08-24,Asia,Stock Crash,Medium,Engineering,-0.84,0.01,0,0,-0.37
NEWS_3783,2023-03-31,Asia,Supply Chain Shock,Low,Machinery,1.0,0.47,1,1,0.64
